"","product","site","table","type","ext","month","timestamp","horizontalPosition","verticalPosition","samplingInterval","date_range","path","md5","crc32","release"
"312","DP1.10098.001","HARV","vst_apparentindividual-basic","basic","csv","2022-09",2023-04-03 21:11:13,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-09/NEON.D01.HARV.DP1.10098.001.vst_apparentindividual.2022-09.basic.20230403T211113Z.csv","aa97900767b0b742396c96c6f62e650b",NA,"PROVISIONAL"
"313","DP1.10098.001","HARV","vst_apparentindividual-basic","basic","csv","2022-09",2023-09-06 01:56:01,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-09/NEON.D01.HARV.DP1.10098.001.vst_apparentindividual.2022-09.basic.20230906T015601Z.csv","bce2ac08ea7e63da4af1128240dcbe17",NA,"PROVISIONAL"
"314","DP1.10098.001","HARV","vst_apparentindividual-basic","basic","csv","2022-09",2023-11-09 00:57:05,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-09/NEON.D01.HARV.DP1.10098.001.vst_apparentindividual.2022-09.basic.20231109T005705Z.csv","a2aa4fb12b1c0b36b7a36a2f3c19e5c6",NA,"PROVISIONAL"
"315","DP1.10098.001","HARV","vst_apparentindividual-basic","basic","csv","2022-09",2023-12-29 05:48:35,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-09/NEON.D01.HARV.DP1.10098.001.vst_apparentindividual.2022-09.basic.20231229T054835Z.csv","54da922924a420c0810e84f48e3f4700",NA,"RELEASE-2024"
"316","DP1.10098.001","HARV","vst_apparentindividual-basic","basic","csv","2022-10",2023-05-08 18:37:32,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-10/NEON.D01.HARV.DP1.10098.001.vst_apparentindividual.2022-10.basic.20230508T183732Z.csv","5076c96b8d5b25a60615b41b6ab9fd3f",NA,"PROVISIONAL"
"317","DP1.10098.001","HARV","vst_apparentindividual-basic","basic","csv","2022-10",2023-09-06 01:55:07,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-10/NEON.D01.HARV.DP1.10098.001.vst_apparentindividual.2022-10.basic.20230906T015507Z.csv","cc0bd4503328e577f0a0e9506195926c",NA,"PROVISIONAL"
"318","DP1.10098.001","HARV","vst_apparentindividual-basic","basic","csv","2022-10",2023-11-09 01:48:06,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-10/NEON.D01.HARV.DP1.10098.001.vst_apparentindividual.2022-10.basic.20231109T014806Z.csv","7653b82e59cd5d3e648d1b8d551e4099",NA,"PROVISIONAL"
"319","DP1.10098.001","HARV","vst_apparentindividual-basic","basic","csv","2022-10",2023-12-29 04:30:37,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-10/NEON.D01.HARV.DP1.10098.001.vst_apparentindividual.2022-10.basic.20231229T043037Z.csv","7ddfb2c97b59ced378b16eff8c2ea7b2",NA,"RELEASE-2024"
"320","DP1.10098.001","HARV","vst_apparentindividual-basic","basic","csv","2023-08",2024-01-02 21:11:41,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2023-08/NEON.D01.HARV.DP1.10098.001.vst_apparentindividual.2023-08.basic.20240102T211141Z.csv","9d7360738135289f3f2b0c6515cecea4",NA,"PROVISIONAL"
"321","DP1.10098.001","HARV","vst_apparentindividual-basic","basic","csv","2023-11",2024-03-04 20:47:31,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2023-11/NEON.D01.HARV.DP1.10098.001.vst_apparentindividual.2023-11.basic.20240304T204731Z.csv","665e5d9dad473b7b2c9ffaae546eda15",NA,"PROVISIONAL"
"322","DP1.10098.001","HARV","vst_mappingandtagging-basic","basic","csv",NA,2023-01-09 19:21:17,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/NEON.D01.HARV.DP1.10098.001.vst_mappingandtagging.basic.20230109T192117Z.csv","3ac24c7c80239217ef3b72c8b08eb870",NA,"RELEASE-2023"
"323","DP1.10098.001","HARV","vst_mappingandtagging-basic","basic","csv",NA,2023-04-03 21:30:12,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/NEON.D01.HARV.DP1.10098.001.vst_mappingandtagging.basic.20230403T213012Z.csv","0b5fcc1c0ce4f7766ecd507971b3b207",NA,"PROVISIONAL"
"324","DP1.10098.001","HARV","vst_mappingandtagging-basic","basic","csv",NA,2023-09-06 01:17:09,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/NEON.D01.HARV.DP1.10098.001.vst_mappingandtagging.basic.20230906T011709Z.csv","74dcb394caf11ae9a7523a01383a1920",NA,"PROVISIONAL"
"325","DP1.10098.001","HARV","vst_mappingandtagging-basic","basic","csv",NA,2023-11-09 01:30:04,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/NEON.D01.HARV.DP1.10098.001.vst_mappingandtagging.basic.20231109T013004Z.csv","95e44850dad11fe4d45ee361be1c1451",NA,"PROVISIONAL"
"326","DP1.10098.001","HARV","vst_mappingandtagging-basic","basic","csv",NA,2023-12-26 22:38:25,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/NEON.D01.HARV.DP1.10098.001.vst_mappingandtagging.basic.20231226T223825Z.csv","27acb257d5870569dd9a86818dce6df2",NA,"RELEASE-2024"
"327","DP1.10098.001","HARV","vst_mappingandtagging-basic","basic","csv",NA,2024-01-02 21:11:41,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/NEON.D01.HARV.DP1.10098.001.vst_mappingandtagging.basic.20240102T211141Z.csv","e6f6310f4fd69b7cbd600b7979b78b92",NA,"PROVISIONAL"
"328","DP1.10098.001","HARV","vst_mappingandtagging-basic","basic","csv",NA,2024-03-04 20:47:31,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/NEON.D01.HARV.DP1.10098.001.vst_mappingandtagging.basic.20240304T204731Z.csv","23a1ae247dc9d1026bb48f4c538b951f",NA,"PROVISIONAL"
"329","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2014-01",2023-01-09 19:21:17,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2014-01/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2014-01.basic.20230109T192117Z.csv","b26c96320bd401c2a5528acd49233998",NA,"RELEASE-2023"
"330","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2014-01",2023-12-26 22:38:25,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2014-01/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2014-01.basic.20231226T223825Z.csv","eb73b5580be054e5628737549798f1a7",NA,"RELEASE-2024"
"331","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2014-02",2023-01-09 19:17:21,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2014-02/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2014-02.basic.20230109T191721Z.csv","d177dd98d2aedb5787e9600af82a5b77",NA,"RELEASE-2023"
"332","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2014-02",2023-12-26 22:41:18,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2014-02/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2014-02.basic.20231226T224118Z.csv","cb21a8bf415456e00eb3133579ce03e8",NA,"RELEASE-2024"
"333","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2014-05",2023-01-09 19:16:30,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2014-05/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2014-05.basic.20230109T191630Z.csv","751da22c57428071bcd0bee7a71851c1",NA,"RELEASE-2023"
"334","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2014-05",2023-12-26 22:56:22,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2014-05/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2014-05.basic.20231226T225622Z.csv","f09333bccfa558c377e72bb2b445abea",NA,"RELEASE-2024"
"335","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2014-07",2023-01-09 19:07:46,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2014-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2014-07.basic.20230109T190746Z.csv","3f17de5965254609c1c4f2892dfd3aee",NA,"RELEASE-2023"
"336","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2014-07",2023-12-26 23:03:04,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2014-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2014-07.basic.20231226T230304Z.csv","fb41b141cf814b5eb476113dff084e72",NA,"RELEASE-2024"
"337","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2014-08",2023-01-09 19:03:57,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2014-08/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2014-08.basic.20230109T190357Z.csv","d82f36e2075d81eebc0214dabf86dd44",NA,"RELEASE-2023"
"338","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2014-08",2023-12-26 22:51:09,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2014-08/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2014-08.basic.20231226T225109Z.csv","44c2595ea7d3be13a36d70c2fce4e6a7",NA,"RELEASE-2024"
"339","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2015-07",2023-01-09 19:24:10,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2015-07.basic.20230109T192410Z.csv","f7d97fb11a7d9964063488d2978c080f",NA,"RELEASE-2023"
"340","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2015-07",2023-12-26 23:56:00,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2015-07.basic.20231226T235600Z.csv","89d3355d735804a77142f96e711fb837",NA,"RELEASE-2024"
"341","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2015-08",2023-01-09 19:14:19,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-08/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2015-08.basic.20230109T191419Z.csv","80f00f64be7c5e465a391d68f6d3fe40",NA,"RELEASE-2023"
"342","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2015-08",2023-12-26 23:37:15,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-08/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2015-08.basic.20231226T233715Z.csv","74074110dcb233b734c107c72307dfde",NA,"RELEASE-2024"
"343","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2015-09",2023-01-09 19:28:29,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-09/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2015-09.basic.20230109T192829Z.csv","8b93e83a505a2c4713bf5e2d47e4d6fb",NA,"RELEASE-2023"
"344","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2015-09",2023-12-26 23:58:49,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-09/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2015-09.basic.20231226T235849Z.csv","784fcfa6d0d027fab90eafe788a99d72",NA,"RELEASE-2024"
"345","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2015-10",2023-01-09 19:03:26,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-10/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2015-10.basic.20230109T190326Z.csv","b2e37313e4bb36180d0e2969bec04b54",NA,"RELEASE-2023"
"346","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2015-10",2023-12-26 23:24:18,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-10/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2015-10.basic.20231226T232418Z.csv","7f08da1fef0fdef599431f0d0fcdb440",NA,"RELEASE-2024"
"347","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2015-11",2023-01-09 19:04:39,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-11/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2015-11.basic.20230109T190439Z.csv","605185b32a7ffc356ed8b6ccbd55c70f",NA,"RELEASE-2023"
"348","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2015-11",2023-12-26 23:21:07,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-11/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2015-11.basic.20231226T232107Z.csv","0b23bd27e2ff9187b0733abcff20c280",NA,"RELEASE-2024"
"349","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2016-07",2023-01-09 19:08:44,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2016-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2016-07.basic.20230109T190844Z.csv","6b7cc9e13544d8fb3809e24ce2f0ed23",NA,"RELEASE-2023"
"350","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2016-07",2023-12-27 01:50:38,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2016-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2016-07.basic.20231227T015038Z.csv","670a662a0b64395accf2bbf598742012",NA,"RELEASE-2024"
"351","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2016-08",2023-01-09 19:20:42,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2016-08/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2016-08.basic.20230109T192042Z.csv","e2ff6abe9fee5f03408753dc55e93e63",NA,"RELEASE-2023"
"352","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2016-08",2023-12-27 01:26:35,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2016-08/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2016-08.basic.20231227T012635Z.csv","e55085d75aef52021f887a583849157f",NA,"RELEASE-2024"
"353","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2016-09",2023-01-09 19:02:44,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2016-09/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2016-09.basic.20230109T190244Z.csv","08d6617febb5293dc21e8d80cbacf4e4",NA,"RELEASE-2023"
"354","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2016-09",2023-12-27 01:05:47,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2016-09/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2016-09.basic.20231227T010547Z.csv","1c23e7920d4ebda9c11b7bef7b60119a",NA,"RELEASE-2024"
"355","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2016-10",2023-01-09 19:20:27,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2016-10/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2016-10.basic.20230109T192027Z.csv","bba56985f077cbe3fce2effe69c4408b",NA,"RELEASE-2023"
"356","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2016-10",2023-12-27 01:48:11,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2016-10/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2016-10.basic.20231227T014811Z.csv","4f996a5b30317202019f83fb46ab6150",NA,"RELEASE-2024"
"357","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2017-07",2023-01-09 19:14:13,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2017-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2017-07.basic.20230109T191413Z.csv","27ae488b47c37758aa5d43096b80b569",NA,"RELEASE-2023"
"358","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2017-07",2023-12-27 03:38:03,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2017-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2017-07.basic.20231227T033803Z.csv","9be4c2578099eac42d463b14b4083a8a",NA,"RELEASE-2024"
"359","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2018-07",2023-01-09 19:16:31,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2018-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2018-07.basic.20230109T191631Z.csv","c20d59f6db5ee91f3d97a7659ddfae8e",NA,"RELEASE-2023"
"360","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2018-07",2023-12-28 20:26:45,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2018-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2018-07.basic.20231228T202645Z.csv","b76dff031f33e85ec7a940edf83c24b7",NA,"RELEASE-2024"
"361","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2018-10",2023-01-09 19:17:32,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2018-10/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2018-10.basic.20230109T191732Z.csv","b8dd3d685ccb511e448faafd5f9c71e9",NA,"RELEASE-2023"
"362","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2018-10",2023-12-28 17:59:47,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2018-10/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2018-10.basic.20231228T175947Z.csv","8aea667c27b78608cd01c332cdfe13a3",NA,"RELEASE-2024"
"363","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2018-11",2023-01-09 19:17:49,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2018-11/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2018-11.basic.20230109T191749Z.csv","a7a2489796afff251b36afe4c271c17c",NA,"RELEASE-2023"
"364","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2018-11",2023-12-28 18:59:46,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2018-11/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2018-11.basic.20231228T185946Z.csv","039d830c1d0a1d8400d86f5b316efad6",NA,"RELEASE-2024"
"365","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2019-04",2023-01-09 19:19:14,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2019-04/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2019-04.basic.20230109T191914Z.csv","7df34ef7a2cfecd023eb28122fbbae37",NA,"RELEASE-2023"
"366","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2019-04",2023-12-27 18:31:57,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2019-04/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2019-04.basic.20231227T183157Z.csv","4967905c37eb2a2cdcc8f23503aab890",NA,"RELEASE-2024"
"367","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2019-05",2023-01-09 19:02:52,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2019-05/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2019-05.basic.20230109T190252Z.csv","d4d9effc78ddb8539a51a6295e37eedd",NA,"RELEASE-2023"
"368","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2019-05",2023-12-27 18:13:10,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2019-05/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2019-05.basic.20231227T181310Z.csv","cd52529c746607b871e826f5204d1067",NA,"RELEASE-2024"
"369","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2019-07",2023-01-09 19:15:50,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2019-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2019-07.basic.20230109T191550Z.csv","3b0647bc542886ab935c4ddcfa03bc9e",NA,"RELEASE-2023"
"370","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2019-07",2023-12-27 17:35:25,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2019-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2019-07.basic.20231227T173525Z.csv","94ca582edbc79ab70f138bb7e09541bf",NA,"RELEASE-2024"
"371","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2020-07",2023-01-09 19:32:45,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2020-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2020-07.basic.20230109T193245Z.csv","dc40e93e7c93ca89b133d79c38c41b4a",NA,"RELEASE-2023"
"372","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2020-07",2023-12-27 21:22:16,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2020-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2020-07.basic.20231227T212216Z.csv","af065666525f6f6297710c3587892cdc",NA,"RELEASE-2024"
"373","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2020-08",2023-01-09 19:30:04,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2020-08/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2020-08.basic.20230109T193004Z.csv","b1da8d7c68921c2f9d3afa3b9202be9b",NA,"RELEASE-2023"
"374","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2020-08",2023-12-27 22:40:15,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2020-08/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2020-08.basic.20231227T224015Z.csv","69d0d965593696e51b7d84c280cda1ca",NA,"RELEASE-2024"
"375","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2021-07",2023-01-09 19:20:59,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2021-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2021-07.basic.20230109T192059Z.csv","e9a25e15ae3f43a82d55e796041d5fc4",NA,"RELEASE-2023"
"376","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2021-07",2023-12-28 00:27:01,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2021-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2021-07.basic.20231228T002701Z.csv","ee1094fb85a1619e41e17d62feccba52",NA,"RELEASE-2024"
"377","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2022-07",2023-04-03 21:30:12,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2022-07.basic.20230403T213012Z.csv","e5863097d71c9e453ec9bbceac13c73f",NA,"PROVISIONAL"
"378","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2022-07",2023-09-06 01:17:09,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2022-07.basic.20230906T011709Z.csv","79f70fa673a0cd6f89fb5d1e1d195269",NA,"PROVISIONAL"
"379","DP1.10098.001","HARV","vst_perplotperyear-basic","basic","csv","2022-07",2023-12-29 06:22:44,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2022-07/NEON.D01.HARV.DP1.10098.001.vst_perplotperyear.2022-07.basic.20231229T062244Z.csv","f256f7f9a0bc6a5e403da720d11598e9",NA,"RELEASE-2024"
"380","DP1.10098.001","HARV","vst_shrubgroup-basic","basic","csv","2015-09",2023-01-09 19:28:29,NA,NA,NA,NA,"C:\Users\jeffa\AppData\Roaming/R/data/R/neonstore/DP1.10098.001/HARV/2015-09/NEON.D01.HARV.DP1.10098.001.vst_shrubgroup.2015-09.basic.20230109T192829Z.csv","04992b1f2d83590ecaefbdb0e746bbac",NA,"RELEASE-2023"
